fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,c_label,worms_on_sample,approximate_number_of_worms,photos,photos_caption,photos_url,date,time,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
73b82053-0c41-4b9a-acd1-686e105723a2,2020-01-30 16:24:53 UTC,2020-01-30 16:33:24 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 16:39:03 UTC,2020-01-30 16:39:03 UTC,1,,2020JanuaryHawaii,,42.0565081,-87.6736823,POINT (-87.6736823 42.0565081),854b40c4-ac6a-47d1-a737-cf611aa94268,Yes,Few (4-10),8accefb0-d3f3-495c-9c1c-f5c627f6d7c6,,https://web.fulcrumapp.com/photos/view?photos=8accefb0-d3f3-495c-9c1c-f5c627f6d7c6,1/30/20,10:24,162.8000031,14.308,,,
560ec328-9cd6-4cf9-a59d-ef238e74959f,2020-01-30 16:34:45 UTC,2020-01-30 16:38:52 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 16:39:04 UTC,2020-01-30 16:39:04 UTC,1,,2020JanuaryHawaii,,42.0565143,-87.6736723,POINT (-87.6736723 42.0565143),1731c34a-8c61-48ac-b07a-1a1a80d98603,Yes,Very Few (1-3),04fbf533-c1e7-4a78-b168-8cbe62472472,,https://web.fulcrumapp.com/photos/view?photos=04fbf533-c1e7-4a78-b168-8cbe62472472,1/30/20,10:34,162.8000031,13.268,,,
15c48a66-1208-4ab0-a70f-8f9ad4e9ae2b,2020-01-30 16:39:50 UTC,2020-01-30 16:40:54 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 16:48:01 UTC,2020-01-30 16:48:01 UTC,1,,2020JanuaryHawaii,,42.0565085,-87.673676,POINT (-87.673676 42.0565085),920a6a56-7a29-47f4-afce-a5f83787d639,No,,432970c2-30de-44eb-a5e6-a247a804a84e,,https://web.fulcrumapp.com/photos/view?photos=432970c2-30de-44eb-a5e6-a247a804a84e,1/30/20,10:39,162.8000031,14.269,,,
7b4e63e0-23f7-47db-bc1e-98eae3bc8f5f,2020-01-30 16:40:57 UTC,2020-01-30 16:47:53 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 16:48:02 UTC,2020-01-30 16:48:02 UTC,1,,2020JanuaryHawaii,,42.0565149,-87.673673,POINT (-87.673673 42.0565149),de2ae06e-cfff-44bc-869e-8dd9205a65c6,Yes,Proliferating (25+),08660964-6973-4ec7-943f-153e9f728c2b,,https://web.fulcrumapp.com/photos/view?photos=08660964-6973-4ec7-943f-153e9f728c2b,1/30/20,10:40,162.8000031,14.19,,,
70d1f78e-99e4-41a7-877c-d519426dda81,2020-01-30 16:48:49 UTC,2020-01-30 16:54:28 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 17:01:21 UTC,2020-01-30 17:01:21 UTC,1,,2020JanuaryHawaii,,42.0565079,-87.6736762,POINT (-87.6736762 42.0565079),216cb71a-6470-46eb-950d-366ac3180498,Yes,Few (4-10),a7e4fad6-9a5c-4312-9676-765815e77f6e,,https://web.fulcrumapp.com/photos/view?photos=a7e4fad6-9a5c-4312-9676-765815e77f6e,1/30/20,10:48,162.8000031,14.304,,,
65374bcc-f6ae-4f63-9f91-557a1cd6e540,2020-01-30 16:55:29 UTC,2020-01-30 17:01:11 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 17:01:21 UTC,2020-01-30 17:01:21 UTC,1,,2020JanuaryHawaii,,42.0564879,-87.6736818,POINT (-87.6736818 42.0564879),b1f20ae4-c5c2-426f-894a-e1f46c2fa693,Yes,Some (11-25),b0fea628-b480-4bcb-b74a-275636ea8d36,,https://web.fulcrumapp.com/photos/view?photos=b0fea628-b480-4bcb-b74a-275636ea8d36,1/30/20,10:55,162.8000031,14.294,,,
40d3a77a-df68-43a1-8b96-7f88a300759f,2020-01-30 17:02:21 UTC,2020-01-30 17:03:35 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 17:07:14 UTC,2020-01-30 17:07:14 UTC,1,,2020JanuaryHawaii,,42.0565144,-87.6736718,POINT (-87.6736718 42.0565144),a4afcda9-2d13-4f7f-991a-2299cb3c5a3c,Tracks,,755d404b-e444-4d22-8a48-b05b3c3069db,,https://web.fulcrumapp.com/photos/view?photos=755d404b-e444-4d22-8a48-b05b3c3069db,1/30/20,11:02,162.8000031,13.979,,,
f39bbe26-05fd-47f5-b603-840568750a95,2020-01-30 17:04:18 UTC,2020-01-30 17:05:09 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 17:07:14 UTC,2020-01-30 17:07:14 UTC,1,,2020JanuaryHawaii,,42.0564882,-87.6736888,POINT (-87.6736888 42.0564882),a7db618d-44cc-4b4a-bc67-871306029274,No,,4c48ba9e-4a08-4f5b-bc31-ec47ba5e5820,,https://web.fulcrumapp.com/photos/view?photos=4c48ba9e-4a08-4f5b-bc31-ec47ba5e5820,1/30/20,11:04,162.8000031,14.301,,,
62749a03-f3dc-48f8-afcd-6dfe8b366172,2020-01-30 17:05:12 UTC,2020-01-30 17:07:01 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 17:07:15 UTC,2020-01-30 17:07:15 UTC,1,,2020JanuaryHawaii,,42.056498,-87.673678,POINT (-87.673678 42.056498),dda77efe-d73c-48e9-aefb-b508e613256b,Tracks,,4295f4a1-921e-4d9b-9df9-c343988198a5,,https://web.fulcrumapp.com/photos/view?photos=4295f4a1-921e-4d9b-9df9-c343988198a5,1/30/20,11:05,162.8000031,13.348,,,
d932e263-f185-427b-9663-264d64a8c689,2020-01-30 17:07:17 UTC,2020-01-30 17:08:06 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 17:09:14 UTC,2020-01-30 17:09:14 UTC,1,,2020JanuaryHawaii,,42.0564917,-87.6736908,POINT (-87.6736908 42.0564917),c0e68d42-5180-4fda-88e8-7721bbc8c96d,No,,9a8abd92-8a0c-45a0-8445-b0c9800d1b63,,https://web.fulcrumapp.com/photos/view?photos=9a8abd92-8a0c-45a0-8445-b0c9800d1b63,1/30/20,11:07,162.8000031,13.874,,,236.62837
5966976a-a594-477d-b041-78ffa736659a,2020-01-30 17:08:29 UTC,2020-01-30 17:09:05 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 17:09:15 UTC,2020-01-30 17:09:15 UTC,1,,2020JanuaryHawaii,,42.0565091,-87.6736756,POINT (-87.6736756 42.0565091),93de14a0-40ab-4793-8614-ab1512ab158c,No,,6c6b612d-293e-4b8f-901c-f1bd1a0e6e94,,https://web.fulcrumapp.com/photos/view?photos=6c6b612d-293e-4b8f-901c-f1bd1a0e6e94,1/30/20,11:08,162.8000031,14.047,,,
1d489311-e671-4d2f-9120-10aeff1ef2b2,2020-01-30 17:09:26 UTC,2020-01-30 17:10:35 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 17:14:26 UTC,2020-01-30 17:14:26 UTC,1,,2020JanuaryHawaii,,42.0565068,-87.6736763,POINT (-87.6736763 42.0565068),4b7c21ea-2987-49d8-88c3-951417de4965,No,,04985472-f849-4bdc-87b9-f64f8a42d21a,,https://web.fulcrumapp.com/photos/view?photos=04985472-f849-4bdc-87b9-f64f8a42d21a,1/30/20,11:09,162.8000031,13.475,,,274.89838
b78852eb-9583-450d-9554-0e96b9630757,2020-01-30 17:10:36 UTC,2020-01-30 17:14:18 UTC,,claire.buchanan@northwestern.edu,2020-01-30 17:14:27 UTC,2020-01-30 17:14:27 UTC,1,,2020JanuaryHawaii,,42.0564978,-87.6736789,POINT (-87.6736789 42.0564978),4b7c21ea-2987-49d8-88c3-951417de4965,Yes,Very Few (1-3),8adc5ced-71b3-4b17-a031-972f1d5a3cdd,,https://web.fulcrumapp.com/photos/view?photos=8adc5ced-71b3-4b17-a031-972f1d5a3cdd,1/30/20,11:10,162.8000031,14.362,,,
07b1d909-88c5-4108-8556-e251003ea017,2020-01-30 17:14:53 UTC,2020-01-30 17:15:25 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 17:16:55 UTC,2020-01-30 17:16:55 UTC,1,,2020JanuaryHawaii,,42.0565079,-87.6736753,POINT (-87.6736753 42.0565079),0a049170-e63c-4545-8b02-04bc08a5ea54,No,,79256a18-a747-49c5-b3f1-be56ca68e5f0,,https://web.fulcrumapp.com/photos/view?photos=79256a18-a747-49c5-b3f1-be56ca68e5f0,1/30/20,11:14,162.8000031,14.141,,,
260d0884-42f2-4519-bf36-cd114add13ef,2020-01-30 17:15:34 UTC,2020-01-30 17:16:46 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 17:16:56 UTC,2020-01-30 17:16:56 UTC,1,,2020JanuaryHawaii,,42.0565078,-87.6736844,POINT (-87.6736844 42.0565078),2922c799-0dd7-499c-b674-ea99c72e5ea7,Tracks,,6091022f-1888-47e6-a521-bf6582ec728a,,https://web.fulcrumapp.com/photos/view?photos=6091022f-1888-47e6-a521-bf6582ec728a,1/30/20,11:15,162.8000031,14.212,,,211.59625
624a9806-56d4-4d9c-be90-86e499cf470a,2020-01-30 17:16:59 UTC,2020-01-30 17:19:24 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 17:21:36 UTC,2020-01-30 17:21:36 UTC,1,,2020JanuaryHawaii,,42.056508,-87.6736827,POINT (-87.6736827 42.056508),34848a83-5951-4136-b632-d39aa85c76d3,Yes,Very Few (1-3),64efe8b4-911b-4392-9feb-350ad163f61f,,https://web.fulcrumapp.com/photos/view?photos=64efe8b4-911b-4392-9feb-350ad163f61f,1/30/20,11:16,162.8000031,14.087,,,294.17737
8c61d88e-9680-4f44-b868-6842b6f134f7,2020-01-30 17:20:10 UTC,2020-01-30 17:21:25 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2020-01-30 17:21:36 UTC,2020-01-30 17:21:36 UTC,1,,2020JanuaryHawaii,,42.0564982,-87.6736817,POINT (-87.6736817 42.0564982),6b25c113-4bb6-4bc5-9473-eca1f8075d10,No,,195430dd-ab42-4b24-9d13-282e2c2d681e,,https://web.fulcrumapp.com/photos/view?photos=195430dd-ab42-4b24-9d13-282e2c2d681e,1/30/20,11:20,162.8000031,14.322,,,
