id	filename	md5	size	state
003d508e-ce9b-4ca7-800c-038cbba52b39	003d508e-ce9b-4ca7-800c-038cbba52b39/nationwidechildrens.org_clinical.TCGA-KK-A7AV.xml	f71a1d3afc98d5c22ac80a9aea94a635	30973	validated
006c94dc-232f-45b7-a853-895a459563fb	006c94dc-232f-45b7-a853-895a459563fb/nationwidechildrens.org_clinical.TCGA-QU-A6IL.xml	c08606bfc1698c936962040e33b601fd	30525	validated
00bf35d1-26af-4da0-9ce5-a73195fced11	00bf35d1-26af-4da0-9ce5-a73195fced11/nationwidechildrens.org_clinical.TCGA-XJ-A83H.xml	37c018e355aa37443a26b157658e1ac0	30179	validated
01b17d54-aed1-4e07-a038-fc01fd379b9d	01b17d54-aed1-4e07-a038-fc01fd379b9d/nationwidechildrens.org_clinical.TCGA-EJ-5518.xml	159846b629a7fa935f1aa8baf76692e4	38771	validated
02507635-0c4e-4763-8fc6-8c06585909b4	02507635-0c4e-4763-8fc6-8c06585909b4/nationwidechildrens.org_clinical.TCGA-M7-A722.xml	685b34869b18e0a5c75c70d5f6300c1a	33057	validated
02c8e3f3-bd60-43d8-9556-286924d3eb0b	02c8e3f3-bd60-43d8-9556-286924d3eb0b/nationwidechildrens.org_clinical.TCGA-ZG-A9L1.xml	056441a301eb48376ca7dbc2f5250466	37867	validated
03339cd6-3bc8-4f2a-a2c9-fcf2a1f30b45	03339cd6-3bc8-4f2a-a2c9-fcf2a1f30b45/nationwidechildrens.org_clinical.TCGA-XK-AAIR.xml	cccd5908691b2caf851e94ddb17e032e	30513	validated
03961357-feee-4957-84e4-2f935199fc47	03961357-feee-4957-84e4-2f935199fc47/nationwidechildrens.org_clinical.TCGA-KC-A7FD.xml	f014e8b37b78c22ed2b7755ceab3ede0	22707	validated
0397a6b5-3bdf-4e02-b717-11e1df02f0c1	0397a6b5-3bdf-4e02-b717-11e1df02f0c1/nationwidechildrens.org_clinical.TCGA-G9-6499.xml	921886ffc201d2782cae6a1bc8a986ca	30586	validated
03f7e88c-f2f1-44e5-9ed6-e6310070b663	03f7e88c-f2f1-44e5-9ed6-e6310070b663/nationwidechildrens.org_clinical.TCGA-CH-5750.xml	a225d55d612426d9e3b683210799f1a0	30414	validated
04ac79e0-3237-424d-b1a5-d492882f5412	04ac79e0-3237-424d-b1a5-d492882f5412/nationwidechildrens.org_clinical.TCGA-EJ-5497.xml	12d069ad1831c72f413490932a3c73d9	38270	validated
0506979a-836b-4c69-9a4b-f784acecbc5b	0506979a-836b-4c69-9a4b-f784acecbc5b/nationwidechildrens.org_clinical.TCGA-HC-8260.xml	7d94efdd838ee5b1fe7da83840950d7c	30161	validated
052ee856-3340-4804-ac01-954e5b6e1b9e	052ee856-3340-4804-ac01-954e5b6e1b9e/nationwidechildrens.org_omf.TCGA-XK-AAJ3.xml	5627379b9e81986cc517f825ab372c74	10956	validated
06efd272-a76f-4703-98b8-dfa751c0f019	06efd272-a76f-4703-98b8-dfa751c0f019/nationwidechildrens.org_clinical_patient_prad.txt	a471f4e16a71791e26f2595507a178a2	377559	validated
0729a529-8b41-4d63-87a3-e3dcbabef9d4	0729a529-8b41-4d63-87a3-e3dcbabef9d4/nationwidechildrens.org_clinical.TCGA-HC-7213.xml	1e8a58f5c49fa1eeb6ac7b277ef04cdb	31170	validated
07701d94-3416-49a5-b4cc-fcdc1c514095	07701d94-3416-49a5-b4cc-fcdc1c514095/nationwidechildrens.org_clinical.TCGA-EJ-A65M.xml	00845ae263a87006ceb84ed1c0a76cf5	30220	validated
07b3e430-7756-4764-b3d9-d532d1c3bf40	07b3e430-7756-4764-b3d9-d532d1c3bf40/nationwidechildrens.org_omf.TCGA-CH-5763.xml	fd807b75fdb041ca444d1ecaab4956e7	11140	validated
082c6a8d-dfc0-40b0-b355-48be6aae7d8b	082c6a8d-dfc0-40b0-b355-48be6aae7d8b/nationwidechildrens.org_clinical.TCGA-EJ-7797.xml	cd1f65be40853bfc5064dd6245bad552	38390	validated
085725cd-ae6e-4c65-9db6-3b34c5147df1	085725cd-ae6e-4c65-9db6-3b34c5147df1/nationwidechildrens.org_clinical.TCGA-G9-6343.xml	5b23e4212638c224ec651cfb3e16a832	38019	validated
08cafcb1-bf26-4496-9e01-a6395ff7455b	08cafcb1-bf26-4496-9e01-a6395ff7455b/nationwidechildrens.org_clinical.TCGA-ZG-A9LY.xml	8cdcde8b0d73c0011c50d5c695c9fb54	35827	validated
0e2ab2f8-6d65-419d-af75-bdc4ccd99c1c	0e2ab2f8-6d65-419d-af75-bdc4ccd99c1c/nationwidechildrens.org_clinical.TCGA-EJ-A8FO.xml	e8d55f636d6f0e3943dfc5577a75939c	30221	validated
0e558ba9-2e6d-48ca-b715-9ad4600b1372	0e558ba9-2e6d-48ca-b715-9ad4600b1372/nationwidechildrens.org_clinical.TCGA-EJ-A7NM.xml	2274a5d04c1eae958378ea817027a909	30253	validated
0e6e799b-3620-4bca-a169-52aebde28e8b	0e6e799b-3620-4bca-a169-52aebde28e8b/nationwidechildrens.org_clinical.TCGA-HC-7081.xml	750a0042e00effe21453be756f7079e9	34451	validated
0fd85cd5-7d66-45c1-8571-d3a6877d9b8c	0fd85cd5-7d66-45c1-8571-d3a6877d9b8c/nationwidechildrens.org_clinical.TCGA-EJ-A6RC.xml	76bc13fd30e78376ce0aa440b8c3f2d7	30305	validated
0fd8f75f-87d9-489d-b476-3a4c716e3d37	0fd8f75f-87d9-489d-b476-3a4c716e3d37/nationwidechildrens.org_clinical.TCGA-EJ-5505.xml	d0181fc02dc073053e6bc7649f2c64a3	30898	validated
0fdd8a9a-55bc-47af-9947-becda0651391	0fdd8a9a-55bc-47af-9947-becda0651391/nationwidechildrens.org_clinical.TCGA-H9-A6BY.xml	95778d2c30041d0db67fdd85183e6744	29687	validated
1080af2b-27c5-4f8d-997b-d4af0c0fc451	1080af2b-27c5-4f8d-997b-d4af0c0fc451/nationwidechildrens.org_clinical.TCGA-EJ-5530.xml	82dc8cb9388c51dfae68f156a5381d12	30423	validated
1092dc2a-5473-48f2-a5dc-8f3c8123c9af	1092dc2a-5473-48f2-a5dc-8f3c8123c9af/nationwidechildrens.org_clinical.TCGA-V1-A8MF.xml	a6205671812f681b993edea4888356c1	32719	validated
10cf29b3-ed90-4c71-8d4d-b1480226e5bc	10cf29b3-ed90-4c71-8d4d-b1480226e5bc/nationwidechildrens.org_omf.TCGA-KK-A8IB.xml	188352b5b078e8fa892259a5c42f28d9	11103	validated
111d0bf7-56f8-4666-8f0f-17cbf80394f4	111d0bf7-56f8-4666-8f0f-17cbf80394f4/nationwidechildrens.org_clinical.TCGA-HC-7209.xml	403ecb796483e190b8c4a298a0ffaa91	30537	validated
11325950-452b-4294-98d1-b1cd43d4b6ee	11325950-452b-4294-98d1-b1cd43d4b6ee/nationwidechildrens.org_clinical.TCGA-V1-A9ZR.xml	5ef18546729c9deec7d6aca1acbb82d8	32869	validated
1208df42-c0d0-4219-b23e-bc50c0616fd7	1208df42-c0d0-4219-b23e-bc50c0616fd7/nationwidechildrens.org_omf.TCGA-EJ-7325.xml	f4ac1cf29e4a356e0389324601e36f1e	11148	validated
120ed003-0eff-48ad-b7e2-27437e2f62b2	120ed003-0eff-48ad-b7e2-27437e2f62b2/nationwidechildrens.org_clinical.TCGA-EJ-7125.xml	bf09f5fc7f732d6ef3c58ca99da31e9c	30523	validated
12138d66-fffb-4959-80e2-a3af032e9009	12138d66-fffb-4959-80e2-a3af032e9009/nationwidechildrens.org_clinical.TCGA-EJ-7788.xml	baa2e5c7ed067607cce1c582a311a68a	38660	validated
13138c8e-3a6e-46ba-93fa-38845877ad91	13138c8e-3a6e-46ba-93fa-38845877ad91/nationwidechildrens.org_clinical.TCGA-EJ-5501.xml	52be8167feddb0168a32e3ff7983f9f9	38808	validated
1357f3de-386a-4d68-9d31-1f6c15e2b856	1357f3de-386a-4d68-9d31-1f6c15e2b856/nationwidechildrens.org_clinical.TCGA-EJ-7784.xml	80a51ec1163ab801a111f8a74e21a4a7	38612	validated
13ea70ee-08db-4037-b924-2290b44193e1	13ea70ee-08db-4037-b924-2290b44193e1/nationwidechildrens.org_clinical.TCGA-ZG-A9LB.xml	e09b1b8328bdb5a4e986e7af5bcf44fd	31063	validated
13ec0782-1df2-465d-96b4-0ab269bad33a	13ec0782-1df2-465d-96b4-0ab269bad33a/nationwidechildrens.org_clinical.TCGA-KK-A8I4.xml	391754d4478e05308303f6326b47b369	45410	validated
145928ef-54cd-44ee-808e-f87e389b84a8	145928ef-54cd-44ee-808e-f87e389b84a8/nationwidechildrens.org_clinical.TCGA-V1-A8ML.xml	acea2fa79c03602a9e1a4c491a563935	32717	validated
1513656d-df47-4b5f-a94e-755b4b6bf5d6	1513656d-df47-4b5f-a94e-755b4b6bf5d6/nationwidechildrens.org_clinical.TCGA-VN-A943.xml	44336ad6ccb75c1fe3e2749c61eeb09d	31009	validated
1571f94c-0938-4873-9b1d-a56ec99376e9	1571f94c-0938-4873-9b1d-a56ec99376e9/nationwidechildrens.org_clinical.TCGA-EJ-5496.xml	e579829905893ce3c9c07367b060ef81	38986	validated
15ec493f-5d13-439d-b348-b76ae080a39f	15ec493f-5d13-439d-b348-b76ae080a39f/nationwidechildrens.org_clinical.TCGA-HC-7818.xml	5b21816c22bd961e0a928f98a261fb87	30554	validated
160def91-6aef-4754-a013-4e3a18305636	160def91-6aef-4754-a013-4e3a18305636/nationwidechildrens.org_clinical.TCGA-ZG-A8QX.xml	464828e217317dace7226906a27a682e	30050	validated
1647c57f-881a-4617-8c7e-5ed1c0c343b4	1647c57f-881a-4617-8c7e-5ed1c0c343b4/nationwidechildrens.org_clinical.TCGA-G9-6339.xml	ec952a5970a2fa324fcb3c599522e0cf	46435	validated
18773cf1-ad9f-4c5d-9035-b372cb629fd7	18773cf1-ad9f-4c5d-9035-b372cb629fd7/nationwidechildrens.org_clinical.TCGA-YL-A8S9.xml	40bde1b85bc97318682ea56cd294150e	37967	validated
189ca6e6-2407-46ac-97e0-4d28261af131	189ca6e6-2407-46ac-97e0-4d28261af131/nationwidechildrens.org_clinical.TCGA-J4-AATV.xml	538604f6f8d29623ec526671f5a8bcbd	30158	validated
197df899-e801-43e2-a58f-10329fd68c9e	197df899-e801-43e2-a58f-10329fd68c9e/nationwidechildrens.org_clinical.TCGA-HC-7077.xml	14add781a9df52c0da3da2f61289722e	30130	validated
