"","project","c_label","s_label","flag_ambient_temperature","flag_ambient_temperature_run","flag_substrate_temperature","flag_unusual_sample_photo_num","flag_duplicated_c_label_field_sampling","flag_duplicated_isolation_for_c_label","flag_duplicated_s_label_isolation_s_labeled_plates","flag_missing_s_label_isolation_s_labeled_plates","flag_missing_isolation_record","collection_by","collection_datetime_UTC","collection_date_UTC","collection_local_time","collection_fulcrum_latitude","collection_fulcrum_longitude","exif_gps_latitude","exif_gps_longitude","collection_latitude","collection_longitude","collection_lat_long_method","collection_lat_long_method_diff","fulcrum_altitude","exif_gps_altitude","collection_altitude","collection_altitude_method","landscape","sky_view","ambient_humidity","substrate","substrate_notes","substrate_other","raw_ambient_temperature","proc_ambient_temperature","raw_substrate_temperature","proc_substrate_temperature","gridsect","gridsect_index","gridsect_radius","grid_sect_direction","sample_photo1","sample_photo2","sample_photo3","best_exif_dop_photo","best_sample_photo_caption","gps_course","gps_horizontal_accuracy","gps_speed","gps_vertical_accuracy","isolation_by","isolation_datetime_UTC","isolation_date_UTC","isolation_local_time","isolation_latitude","isolation_longitude","worms_on_sample","approximate_number_of_worms"
"1","2020FebruaryAustralia","C-5240","S-13756",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"mrockman@nyu.edu",2020-02-25 03:26:41,2020-02-25,13:26:00,-24.4130809279386,151.039648968867,-24.4130527777778,151.039622222222,-24.4130527777778,151.039622222222,"photo",4.14372939838124,859.345336914062,853.853393665158,853.853393665158,"photo","Forest","Partially Obstructed",NA,"Rotting_nut/pod/seed/fruit",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,"8a9c52f7-dbb0-40be-a4de-074c2d5ccd43",NA,NA,"8a9c52f7-dbb0-40be-a4de-074c2d5ccd43",NA,289.3359375,5,0,8,"claire.buchanan@northwestern.edu","2020-03-06 16:34:26 UTC",2020-03-06,10:30:00,42.0565153,-87.6736406,"Yes","Few (4-10)"
"2","2020FebruaryAustralia","C-5240","S-13742",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"mrockman@nyu.edu",2020-02-25 03:26:41,2020-02-25,13:26:00,-24.4130809279386,151.039648968867,-24.4130527777778,151.039622222222,-24.4130527777778,151.039622222222,"photo",4.14372939838124,859.345336914062,853.853393665158,853.853393665158,"photo","Forest","Partially Obstructed",NA,"Rotting_nut/pod/seed/fruit",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,"8a9c52f7-dbb0-40be-a4de-074c2d5ccd43",NA,NA,"8a9c52f7-dbb0-40be-a4de-074c2d5ccd43",NA,289.3359375,5,0,8,"claire.buchanan@northwestern.edu","2020-03-06 16:34:26 UTC",2020-03-06,10:30:00,42.0565153,-87.6736406,"Yes","Few (4-10)"
"3","2020FebruaryAustralia","C-5240","S-13744",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"mrockman@nyu.edu",2020-02-25 03:26:41,2020-02-25,13:26:00,-24.4130809279386,151.039648968867,-24.4130527777778,151.039622222222,-24.4130527777778,151.039622222222,"photo",4.14372939838124,859.345336914062,853.853393665158,853.853393665158,"photo","Forest","Partially Obstructed",NA,"Rotting_nut/pod/seed/fruit",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,"8a9c52f7-dbb0-40be-a4de-074c2d5ccd43",NA,NA,"8a9c52f7-dbb0-40be-a4de-074c2d5ccd43",NA,289.3359375,5,0,8,"claire.buchanan@northwestern.edu","2020-03-06 16:34:26 UTC",2020-03-06,10:30:00,42.0565153,-87.6736406,"Yes","Few (4-10)"
"4","2020FebruaryAustralia","C-5240","S-13741",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"mrockman@nyu.edu",2020-02-25 03:26:41,2020-02-25,13:26:00,-24.4130809279386,151.039648968867,-24.4130527777778,151.039622222222,-24.4130527777778,151.039622222222,"photo",4.14372939838124,859.345336914062,853.853393665158,853.853393665158,"photo","Forest","Partially Obstructed",NA,"Rotting_nut/pod/seed/fruit",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,"8a9c52f7-dbb0-40be-a4de-074c2d5ccd43",NA,NA,"8a9c52f7-dbb0-40be-a4de-074c2d5ccd43",NA,289.3359375,5,0,8,"claire.buchanan@northwestern.edu","2020-03-06 16:34:26 UTC",2020-03-06,10:30:00,42.0565153,-87.6736406,"Yes","Few (4-10)"
"5","2020FebruaryAustralia","C-5240","S-13743",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"mrockman@nyu.edu",2020-02-25 03:26:41,2020-02-25,13:26:00,-24.4130809279386,151.039648968867,-24.4130527777778,151.039622222222,-24.4130527777778,151.039622222222,"photo",4.14372939838124,859.345336914062,853.853393665158,853.853393665158,"photo","Forest","Partially Obstructed",NA,"Rotting_nut/pod/seed/fruit",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,"8a9c52f7-dbb0-40be-a4de-074c2d5ccd43",NA,NA,"8a9c52f7-dbb0-40be-a4de-074c2d5ccd43",NA,289.3359375,5,0,8,"claire.buchanan@northwestern.edu","2020-03-06 16:34:26 UTC",2020-03-06,10:30:00,42.0565153,-87.6736406,"Yes","Few (4-10)"
"6","2020FebruaryAustralia","C-5169",NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,"mrockman@nyu.edu",2020-02-27 03:54:14,2020-02-27,13:54:00,-26.8715007975948,151.580317597977,-26.8715388888889,151.580388888889,-26.8715388888889,151.580388888889,"photo",8.25194125182981,1026.63479614258,1023.31472868217,1023.31472868217,"photo","Forest","Partially Obstructed",NA,"Rotting_nut/pod/seed/fruit","Bunya cone core",NA,NA,NA,21.6,21.6,"no",NA,NA,NA,"100919db-79c6-4b8e-b984-6a9686b41e99",NA,NA,"100919db-79c6-4b8e-b984-6a9686b41e99",NA,0,5,0,6,"robyn.tanny@northwestern.edu","2020-03-05 21:50:08 UTC",2020-03-05,15:35:00,42.056516,-87.6736165,"Tracks",NA
"7","2020FebruaryAustralia","C-5696",NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,"mrockman@nyu.edu",2020-02-26 04:34:54,2020-02-26,14:34:00,-26.6293946374456,152.841156749197,-26.6289277777778,152.841244444444,-26.6289277777778,152.841244444444,"photo",52.6981607375894,393.270355224609,420.916961826053,420.916961826053,"photo","Forest","Partially Obstructed",NA,"Rotting_nut/pod/seed/fruit",NA,NA,NA,NA,24.5,24.5,"no",NA,NA,NA,"e450a88a-29b4-4b14-90c5-5ffe3f8ca5e9",NA,NA,"e450a88a-29b4-4b14-90c5-5ffe3f8ca5e9",NA,212.6953125,5,0,8,"robyn.tanny@northwestern.edu","2020-03-06 19:19:17 UTC",2020-03-06,12:59:00,42.0564793,-87.6736337,"No",NA
"8","2020FebruaryAustralia","C-5240",NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,TRUE,"mrockman@nyu.edu",2020-02-25 03:25:31,2020-02-25,13:25:00,-24.4130678521697,151.039725328005,-24.4130805555556,151.03965,-24.4130805555556,151.03965,"photo",7.76556924648815,827.130737304688,857.655883993307,857.655883993307,"photo","Forest","Partially Obstructed",NA,"Rotting_nut/pod/seed/fruit",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,"cbaf0000-4626-4fd5-bcb5-f0e9fd8d1b2d",NA,NA,"cbaf0000-4626-4fd5-bcb5-f0e9fd8d1b2d",NA,29.1796875,30,0.379999995231628,64,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020FebruaryAustralia","C-5696",NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,TRUE,"mrockman@nyu.edu",2020-02-26 06:31:40,2020-02-26,16:31:00,-26.9572104094801,152.950790282481,-26.9574277777778,152.950822222222,-26.9574277777778,152.950822222222,"photo",24.4039843708297,144.917892456055,142.6872406639,142.6872406639,"photo","Forest","Partially Obstructed",NA,"Rotting_nut/pod/seed/fruit",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,"f5624770-1b5b-44f7-9fc5-c4a42630d195",NA,NA,"f5624770-1b5b-44f7-9fc5-c4a42630d195",NA,-1,5,0,6,NA,NA,NA,NA,NA,NA,NA,NA
"10","2020FebruaryAustralia","C-5169",NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,TRUE,"mrockman@nyu.edu",2020-02-27 03:46:03,2020-02-27,13:46:00,-26.8730667885643,151.579819210015,-26.8721305555556,151.580325,-26.8721305555556,151.580325,"photo",115.691326880136,1042.53433227539,1031.81570512821,1031.81570512821,"photo","Forest","Partially Obstructed",NA,"Rotting_nut/pod/seed/fruit",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,"a64174fe-bea3-4448-814a-b631f75cd570",NA,NA,"a64174fe-bea3-4448-814a-b631f75cd570",NA,-1,30,1.07000005245209,96,NA,NA,NA,NA,NA,NA,NA,NA
